Numero;Nimi;Pullokoko;Hinta;Litrahinta;Tyyppi;Luonnehdinta;Pakkaustyyppi;ProsAlkohol;EurPerLAlkohol
25481;Hacker-Pschorr Münchner Kellebrier 5,5% 50cl;-;2,8;5,6;-;-;-;5,5;101,8181818
25485;Birra Moretti 4,6% 33cl;-;1,5;4,55;-;-;-;4,6;98,91304348
25484;Hacker-Pschorr Münchner Gold 5,5% 50cl;-;2,8;5,6;-;-;-;5,5;101,8181818
25488;Shepherd Neame Spitfire Kentish Ale 4,5% 50cl;-;2,2;4,4;-;-;-;4,5;97,77777778
25486;Paulaner Hefe-Weissbier Dunkel 5,3% 50cl;-;1,99;3,98;-;-;-;5,3;75,09433962
25490;Beefeater 40% 5cl MINI;-;2,5;50;-;-;-;40;125
25491;Jameson 40% 5cl MINI;-;2,5;50;-;-;-;40;125
25492;MINI Ballantines Finest 40% 5cl;-;2,5;50;-;-;-;40;125
25489;Tripel Karmeliet 8,4% 33cl;-;2,99;9,06;-;-;-;8,4;107,8571429
25494;Shepherd Neame Bishops Finger 5,4% 50cl;-;2,8;5,6;-;-;-;5,4;103,7037037
25496;Beringer Founders Estate Chardonnay 13,5% 75cl;-;10,99;14,65;-;-;-;13,5;108,5185185
25498;Beringer Knights Valley Cabernet Sauvignon 14,5% 75cl;-;29,99;39,99;-;-;-;14,5;275,7931034
25499;RomanZero Limoncello 25% 50cl;-;9,99;19,98;-;-;-;25;79,92
25511;Torres Gran Sangre de Toro Reserva 14% 75cl;-;9,99;13,32;-;-;-;14;95,14285714
25510;Hankey Bannister Original Scotch Whisky 40% 100cl;-;21,99;21,99;-;-;-;40;54,975
25516;Tuletorni Viin 40% 50cl;-;7,99;15,98;-;-;-;40;39,95
25514;Mulgi Viin 40% 100cl;-;15,5;15,5;-;-;-;40;38,75
25515;Mulgi Viin 40% 50cl;-;7,99;15,98;-;-;-;40;39,95
25518;Kochi Raspberry Liqueur 21% 50cl;-;4,99;9,98;-;-;-;21;47,52380952
25519;Kochi Coffee Liqueur 21% 50cl;-;4,99;9,98;-;-;-;21;47,52380952
25517;Taxi Vodka 40% 50cl;-;8,5;17;-;-;-;40;42,5
25521;Aida Palsam 45% 50cl PET;-;8,99;17,98;-;-;-;45;39,95555556
25522;Kochi Wild Strawberry Liqueur 21% 50cl;-;4,99;9,98;-;-;-;21;47,52380952
25523;Kochi Amaretto Liqueur 21% 50cl;-;4,99;9,98;-;-;-;21;47,52380952
25525;Faustino I Gran Reserva Rioja 13,5% 75cl;-;21,99;29,32;-;-;-;13,5;217,1851852
25524;Kochi Cranberry Liqueur 21% 50cl;-;3,99;7,98;-;-;-;21;38
25526;Faustino V Reserva Rioja 13,5% 75cl;-;14,99;19,99;-;-;-;13,5;148,0740741
25529;Castillo San Simon Crianza 13% 75cl;-;4,99;6,65;-;-;-;13;51,15384615
25536;Finca Flichman Caballero De La Cepa Malbec 13,5% 75cl;-;7,99;10,65;-;-;-;13,5;78,88888889
25538;Absolut Elyx 42,3% 70cl;-;36,99;52,84;-;-;-;42,3;124,9172577
25552;Tajapiera Amarone della Valpolicella  14,5% 75cl;-;24,99;33,32;-;-;-;14,5;229,7931034
25545;Jaume Serra Cava Reserva Brut Nature 11,5% 75cl;-;6,5;8,67;-;-;-;11,5;75,39130435
25555;MINI Freixenet Cava Carta Nevada Semi Seco 11,5% 20cl;-;3,5;17,5;-;-;-;11,5;152,173913
25556;MINI Freixenet Cava Cordon Negro Brut 11,5% 20cl;-;3,5;17,5;-;-;-;11,5;152,173913
25557;MINI Freixenet Cava Cordon Rosado Seco 12% 20cl;-;3,5;17,5;-;-;-;12;145,8333333
25558;Le Grand Noir Cabernet Syrah 13,5% 75cl;-;7,99;10,65;-;-;-;13,5;78,88888889
25559;Le Grand Noir Chardonnay Viognier 13,5% 75cl;-;7,99;10,65;-;-;-;13,5;78,88888889
25560;Le Grand Noir GSM - Grenache Shiraz Mourvedre 13% 75cl;-;7,5;10;-;-;-;13;76,92307692
25563;Luigi Righetti Amarone della Valpolicella 15% 75cl;-;16,5;22;-;-;-;15;146,6666667
25565;PietraPura Mandus 14% 75cl;-;11,99;15,99;-;-;-;14;114,2142857
25567;Canti Barbera d Asti DOCG 13,5% 75cl;-;7,99;10,65;-;-;-;13,5;78,88888889
25575;Enrico Serafino Barbera d Asti DOCG 13% 75cl;-;12,99;17,32;-;-;-;13;133,2307692
25564;Villa Vescovile Pinot Grigio 12,5% 75cl;-;10,5;14;-;-;-;12,5;112
25561;Chateau Des Landes Lussac Saint-Emilion 13,5% 75cl;-;11,9;15,87;-;-;-;13,5;117,5555556
25576;M. Chapoutier Belleruche Cotes-du-Rhone 14% 75cl;-;10,99;14,65;-;-;-;14;104,6428571
25568;Canti Pinot Brut 11% 75cl;-;6,99;9,32;-;-;-;11;84,72727273
25578;Vionta Albarino 12,5% 75cl;-;11,99;15,99;-;-;-;12,5;127,92
25577;Mas de Subira 14,5% 75cl;-;12,99;17,32;-;-;-;14,5;119,4482759
25579;Royal Oporto Rose 19% 75cl;-;14,99;19,99;-;-;-;19;105,2105263
25581;Pfaff Goldert Grand Cru Riesling 12,5% 75cl;-;15,99;21,32;-;-;-;12,5;170,56
25584;Dalva Porto Tawny 19% 75cl;-;11,99;15,99;-;-;-;19;84,15789474
25585;Masseria Dei Carmelitani Gavi Di Gavi 12,5% 75cl;-;11,99;15,99;-;-;-;12,5;127,92
25586;Chateau Beaulieu 13% 75cl;-;13,99;18,65;-;-;-;13;143,4615385
25598;Terre Molin Valpolicella  Classico Superiore 12,5% 75cl;-;10,99;14,65;-;-;-;12,5;117,2
25596;Marquis De Greyssac 12,5% 75cl;-;11,99;15,99;-;-;-;12,5;127,92
25601;Gabriel Meffre Alais Cotes de Provence 13% 75cl;-;8,99;11,99;-;-;-;13;92,23076923
25602;Blandys Madeira Duke Of Clarence 19% 75cl;-;16,5;22;-;-;-;19;115,7894737
25603;Warres Late Bottled Vintage 20% 75cl;-;26,99;35,99;-;-;-;20;179,95
25605;Pascal Bouchard Chablis 12,5% 75cl;-;18,5;24,67;-;-;-;12,5;197,36
25606;Matayac Cahors 12,5% 75cl;-;7,99;10,65;-;-;-;12,5;85,2
25612;Chateau Moulin de Bel-Air 14% 75cl;-;13,5;18;-;-;-;14;128,5714286
25607;Campo Lindo Gran Seleccion 13,5% 75cl;-;7,5;10;-;-;-;13,5;74,07407407
25608;Chateau Haut-Baillan 12% 75cl;-;11,99;15,99;-;-;-;12;133,25
25615;Chateau du Cartillon Haut-Medoc 13% 75cl;-;15,99;21,32;-;-;-;13;164
25617;Banfi San Angelos Pinot Grigio 13,5% 75cl;-;15,99;21,32;-;-;-;13,5;157,9259259
25619;Torres Altos Ibericos Crianza Rioja 13,5% 75cl;-;9,99;13,32;-;-;-;13,5;98,66666667
25618;Rothschild Mouton Cadet Reserve Saint-Emilion 13,5% 75cl;-;18,99;25,32;-;-;-;13,5;187,5555556
25620;Torres Floralis Moscatel Oro 15% 50cl;-;10,99;21,98;-;-;-;15;146,5333333
25627;Lan Rioja Gran Reserva 13,5% 75cl;-;18,5;24,67;-;-;-;13,5;182,7407407
25625;Joseph Drouhin Laforet Chardonnay 13% 75cl;-;16,99;22,65;-;-;-;13;174,2307692
25624;E.Guigal Crozes-Hermitage 13% 75cl;-;22,99;30,65;-;-;-;13;235,7692308
25629;Lan Rioja Crianza 13,5% 75cl;-;10,5;14;-;-;-;13,5;103,7037037
25628;Lan A Mano Rioja 14% 75cl;-;41,99;55,99;-;-;-;14;399,9285714
25630;Lan Rioja Reserva 13,5% 75cl;-;13,99;18,65;-;-;-;13,5;138,1481481
25631;Masi Brolo Campofiorin 14% 75cl;-;16,5;22;-;-;-;14;157,1428571
25638;Les Hauts des Coteaux Chateauneuf du Pape 15% 75cl;-;33,99;45,32;-;-;-;15;302,1333333
25640;GPG Garganega Pinot Grigio 12% 75cl;-;7,99;10,65;-;-;-;12;88,75
25645;Old Pulteney 12YO Single Malt 40% 70cl;-;39,99;57,13;-;-;-;40;142,825
25642;Chateau St-Pierre Pomerol 13% 75cl;-;33,99;45,32;-;-;-;13;348,6153846
25644;Chateau Pontet-Fumet Saint-Emilion Grand Cru 13% 75cl;-;22,99;30,65;-;-;-;13;235,7692308
25647;The Singleton Single Malt Scotch Whisky 40% 70cl;-;34,99;49,99;-;-;-;40;124,975
25651;Coto De Imaz Gran Reserva Rioja 14% 75cl;-;19,99;26,65;-;-;-;14;190,3571429
25646;Napoleon Dubaron XO 36% 50cl PET;-;9,99;19,98;-;-;-;36;55,5
25656;Lamberti Pinot Grigio 12% 75cl;-;7,99;10,65;-;-;-;12;88,75
25657;Protos Crianza 15% 75cl;-;19,99;26,65;-;-;-;15;177,6666667
25658;Protos Reserva 14% 75cl;-;31,99;42,65;-;-;-;14;304,6428571
25659;Protos Verdejo 13% 75cl;-;12,99;17,32;-;-;-;13;133,2307692
25661;Paulaner Salvator 7,9% 33cl;-;1,99;6,03;-;-;-;7,9;76,32911392
25664;Kopke Porto 10YO 20% 75cl;-;20,99;27,99;-;-;-;20;139,95
25669;Borges Madeira 5YO Reserve Medium Sweet 18,5% 75cl;-;16,99;22,65;-;-;-;18,5;122,4324324
25672;Principe de Viana Crianza 13,5% 75cl;-;7,99;10,65;-;-;-;13,5;78,88888889
25670;Kopke Fine White Porto 19,5% 75cl;-;10,99;14,65;-;-;-;19,5;75,12820513
25667;Kopke Fine Tawny Porto 19,5% 75cl;-;10,99;14,65;-;-;-;19,5;75,12820513
25671;Kopke Fine Ruby Porto 19,5% 75cl;-;10,99;14,65;-;-;-;19,5;75,12820513
25678;Hot n Sweet Tyrkisk Peber 32% 100cl;-;25,99;25,99;-;-;-;32;81,21875
25679;Hot n Sweet Soft Licorice 16% 50cl PET;-;9,99;19,98;-;-;-;16;124,875
25684;Medoff Classic Vodka 40% 100cl;-;17,99;17,99;-;-;-;40;44,975
25690;Moe Viin 1886 40% 70cl;-;15,99;22,84;-;-;-;40;57,1
25691;Moe Mahe Viin 1886 40% 70cl;-;15,99;22,84;-;-;-;40;57,1
25701;Australian Bush Shiraz Cabernet 13% 300cl BIB;-;15,99;5,33;-;-;-;13;41
25702;Australian Bush Chardonnay Colombard 13% 300cl BIB;-;15,99;5,33;-;-;-;13;41
25704;Havana Club 3YO 40% 100cl;-;24,99;24,99;-;-;-;40;62,475
25705;Tommasi Appassionato Graticcio Red 13% 300cl BIB;-;22,99;7,66;-;-;-;13;58,92307692
25710;Warsteiner Premium 4,8% 50cl TIN;-;1,65;3,3;-;-;-;4,8;68,75
25711;One Reserva Ribera del Duero 14% 75cl;-;9,99;13,32;-;-;-;14;95,14285714
25709;Schöfferhofer Hefeweizen 5% 50cl;-;1,69;3,38;-;-;-;5;67,6
25712;Guinness Original 5% 33cl;-;1,3;3,94;-;-;-;5;78,8
25719;El Dorado 12YO 40% 70cl;-;40,99;58,56;-;-;-;40;146,4
25716;Cortel Napoleon 40% 70cl;-;17,99;25,7;-;-;-;40;64,25
25713;Jaloviina *** 40% 50cl PET;-;14,5;29;-;-;-;40;72,5
25717;Vina Albali Verdejo Organic Wine 12,5% 300cl BIB;-;16,99;5,66;-;-;-;12,5;45,28
25718;Tobacco Spiced 37,5% 100cl;-;16,99;16,99;-;-;-;37,5;45,30666667
25727;Ballantines 30YO Blended Scotch Whisky 43% 70cl;-;245;350;-;-;-;43;813,9534884
25728;Royal Salute 21YO Blended Scotch Whisky 40% 70cl;-;175;250;-;-;-;40;625
25729;Sladkoje Igristoje Magnum 10% 150cl;-;6,99;4,66;-;-;-;10;46,6
25726;Strathisla 12YO Speyside Single Malt Scotch Whisky 40% 70cl;-;45;64,29;-;-;-;40;160,725
25732;Kochi Pineapple Liqueur 21% 50cl PET;-;4,9;9,8;-;-;-;21;46,66666667
25731;Kase Viin 40% 70cl;-;24,99;35,7;-;-;-;40;89,25
25723;Crystal Vodka 40% 300cl BIB;-;49,5;16,5;-;-;-;40;41,25
25733;Kochi Chocolate Liqueur 21% 50cl PET;-;5,5;11;-;-;-;21;52,38095238
25735;Aida Palsam 45% 50cl;-;9,99;19,98;-;-;-;45;44,4
25737;Kochi Cherry Liqueur 21% 50cl;-;4,99;9,98;-;-;-;21;47,52380952
25734;Kochi Cherry Liqueur 21% 50cl PET;-;4,9;9,8;-;-;-;21;46,66666667
25736;Kochi Pineapple Liqueur 21% 50cl;-;4,99;9,98;-;-;-;21;47,52380952
25739;Beluga Vodka 40% 100cl;-;43,99;43,99;-;-;-;40;109,975
25741;Laphroaig Islay Single Malt 10YO 40% 70cl;-;41,99;59,99;-;-;-;40;149,975
25753;Kochi Green Apple Liqueur 21% 50cl PET;-;5,5;11;-;-;-;21;52,38095238
25754;Casal Garcia Douro Red Wine 13% 75cl;-;7,99;10,65;-;-;-;13;81,92307692
25752;Kochi Blackcurrant Liqueur 21% 50cl PET;-;4,9;9,8;-;-;-;21;46,66666667
25758;Santiago de Chile Cabernet  Sauvignon 13% 300cl BIB;-;15,5;5,17;-;-;-;13;39,76923077
25759;Santiago de Chile Semillon Chardonnay 12,5% 300cl BIB;-;15,5;5,17;-;-;-;12,5;41,36
25765;Somersby Pear Cider 4,5% 24x33cl TIN;-;22,99;2,9;-;-;-;4,5;64,44444444
25768;Monte Cristo Sparkling Rose Sweet 10% 75cl;-;3,99;5,32;-;-;-;10;53,2
25772;Pata Negra Tempranillo 13% 300cl BIB;-;17,99;6;-;-;-;13;46,15384615
25776;Marlborough Pinot Noir 13,5% 75cl;-;14,99;19,99;-;-;-;13,5;148,0740741
25777;Barista Pinotage 14% 75cl;-;9,99;13,32;-;-;-;14;95,14285714
25769;Aecht Schlenkerla Rauchbier 5,1% 50cl;-;2,99;5,98;-;-;-;5,1;117,254902
25775;Johnnie Walker Double Black 40% 70cl;-;42,99;61,41;-;-;-;40;153,525
25773;De Bortoli GewÃ¼rztraminer Riesling 12,5% 75cl;-;6,99;9,32;-;-;-;12,5;74,56
25778;MINI Zonin Prosecco Cuvee 1821 11% 20cl;-;3,5;17,5;-;-;-;11;159,0909091
25779;Arsenitch Premium Vodka 40% 100cl;-;19,99;19,99;-;-;-;40;49,975
25781;Laroche L Chardonnay 12% 300cl BIB;-;23,99;8;-;-;-;12;66,66666667
25782;Meukow Xpresso 20% 50cl;-;17,99;35,98;-;-;-;20;179,9
25784;Saaremaa Schnapps 30% 50cl PET;-;7,99;15,98;-;-;-;30;53,26666667
25786;Don Simon Merlot 12% 100cl TETRA;-;4,99;4,99;-;-;-;12;41,58333333
25785;Don Luciano Pink Moscato 7% 75cl;-;4,5;6;-;-;-;7;85,71428571
25788;Don Simon Chardonnay Airen 11% 100cl TETRA;-;4,99;4,99;-;-;-;11;45,36363636
25787;Don Simon Cabernet Sauvignon 12% 100cl TETRA;-;4,99;4,99;-;-;-;12;41,58333333
25793;Deus Brut Beer 11,5% 75cl;-;18,99;25,32;-;-;-;11,5;220,173913
25798;Bernard Dark Lager 5,1% 50cl;-;2,5;5;-;-;-;5,1;98,03921569
25791;Henry Westons Medium Dry 6,5% 50cl;-;3,1;6,2;-;-;-;6,5;95,38461538
25792;Henry Westons Medium Sweet 4,5% 50cl;-;2,99;5,98;-;-;-;4,5;132,8888889
25796;Casetta Barolo DOCG 14% 75cl;-;22,5;30;-;-;-;14;214,2857143
25800;San Simone Prosecco Millesimato 11,5% 75cl;-;8,5;11,33;-;-;-;11,5;98,52173913
25809;Paulaner Original Münchner Hell Munich Lager 4,9% 50cl TIN;-;1,99;3,98;-;-;-;4,9;81,2244898
25802;MINI Bernard-Massard Cuvee Brut 12% 20cl;-;3,99;19,95;-;-;-;12;166,25
25812;Zenato Veneto Rosso Parziale Appassimento 13,5% 75cl;-;8,5;11,33;-;-;-;13,5;83,92592593
25805;Gustave Lorentz Fleurelle 12,5% 75cl;-;11,99;15,99;-;-;-;12,5;127,92
25811;Zenato Amarone della Valpolicella DOC 16,5% 75cl;-;33,99;45,32;-;-;-;16,5;274,6666667
25817;Vergi Original Gin 37,5% 100cl;-;14,99;14,99;-;-;-;37,5;39,97333333
25815;Kochi Apteekri Snaps 35% 50cl;-;7,5;15;-;-;-;35;42,85714286
25816;Kochi Apteekri Snaps 35% 50cl PET;-;7,99;15,98;-;-;-;35;45,65714286
25814;Kochi Apteekri Snaps 35% 70cl;-;9,99;14,27;-;-;-;35;40,77142857
25818;Vergi Original Gin 37,5% 70cl;-;12,5;17,86;-;-;-;37,5;47,62666667
25819;Vergi White Caribbean Rum 37,5% 50cl PET;-;8,5;17;-;-;-;37,5;45,33333333
25820;Vergi Dark Caribbean Rum 37,5% 50cl PET;-;7,99;15,98;-;-;-;37,5;42,61333333
25826;Undurraga Demi-Sec 12% 75cl;-;6,99;9,32;-;-;-;12;77,66666667
25823;Senorio  de los Llanos Blanco 11% 75cl;-;3,99;5,32;-;-;-;11;48,36363636
25827;Terra Serena Prosecco Treviso 10,5% 75cl;-;7,99;10,65;-;-;-;10,5;101,4285714
25824;Senorio  de los Llanos Rosado 11,5% 75cl;-;3,99;5,32;-;-;-;11,5;46,26086957
25830;Hoegaarden Wheat Beer 4,9% 33cl;-;1,99;6,03;-;-;-;4,9;123,0612245
25831;Estrella Damm Inedit 4,8% 75cl;-;3,99;5,32;-;-;-;4,8;110,8333333
25834;Doppio Passo Primitivo 13% 300cl BIB;-;20,99;7;-;-;-;13;53,84615385
25833;Alexander Export 5.2% 24X33cl;-;17,5;2,21;-;-;-;5.helmi;42,5
25832;Jaloviina 38% 8x50cl PET;-;95,99;24;-;-;-;38;63,15789474
25845;Leth Duett Riesling Veltliner Klassik 12,5% 75cl;-;7,99;10,65;-;-;-;12,5;85,2
25843;Leth GrÃ¼ner Veltliner Klassik 12,5% 75cl;-;7,99;10,65;-;-;-;12,5;85,2
25856;Luciente Semi Sweet Rose 12% 75cl;-;3,99;5,32;-;-;-;12;44,33333333
25857;Vana Tallinn 40% 50cl Gift Box;-;22,5;45;-;-;-;40;112,5
25861;Cono Sur Bicicleta Riesling 11,5% 75cl;-;5,5;7,33;-;-;-;11,5;63,73913043
25866;Jim Beam Bourbon White Label 40% 50cl PET;-;13,5;27;-;-;-;40;67,5
25864;Old Captain Dark Caribbean Rum 37,5% 100cl;-;18,99;18,99;-;-;-;37,5;50,64
25862;Amaro Averna 29% 100cl;-;26,5;26,5;-;-;-;29;91,37931034
25865;Old Captain White Caribbean Rum 37,5% 100cl;-;18,99;18,99;-;-;-;37,5;50,64
25867;Minttu Choco Mint 35% 50cl;-;10,99;21,98;-;-;-;35;62,8
25870;Teachers Highland Cream 40% 50cl PET;-;12,5;25;-;-;-;40;62,5
25872;Teichenne Ship Brandy 38% 70cl ;-;36,5;52,14;-;-;-;38;137,2105263
25875;Kochi Palsam 45% 50cl PET;-;10,5;21;-;-;-;45;46,66666667
25876;Kochi Palsam 45% 50cl;-;10,5;21;-;-;-;45;46,66666667
25879;Koch Vol 38 Vodka Lime 38% 50cl;-;7,99;15,98;-;-;-;38;42,05263158
25884;Dr.H.Thanisch Riesling 10% 75cl;-;9,99;13,32;-;-;-;10;133,2
25882;Koch Vol 38 Vodka 38% 50cl;-;7,99;15,98;-;-;-;38;42,05263158
25880;Koch Vol 38 Vodka Cranberry 38% 50cl;-;7,99;15,98;-;-;-;38;42,05263158
25883;Koch Vol 38 Vodka Cherry 38% 50cl;-;7,99;15,98;-;-;-;38;42,05263158
25881;Koch Vol 38 Vodka Blackcurrant 38% 50cl;-;7,99;15,98;-;-;-;38;42,05263158
25890;Millaman Condor Carmenere 12,5% 75cl;-;5,5;7,33;-;-;-;12,5;58,64
25892;Millaman Estate Reserve Sauvignon Blanc 13% 75cl;-;6,99;9,32;-;-;-;13;71,69230769
25891;Millaman Condor Chardonnay 12,5% 75cl;-;5,5;7,33;-;-;-;12,5;58,64
25893;Shepherd Neame Double Stout 5,2% 50cl;-;2,6;5,2;-;-;-;5,2;100
25894;Shepherd Neame India Pale Ale 6,1% 50cl;-;2,99;5,98;-;-;-;6,1;98,03278689
25899;Andrea da Ponte Vecchia Grappa 42% 70cl;-;37,99;54,27;-;-;-;42;129,2142857
25903;Ecusson Cidre Brut 5% 33cl;-;2,1;6,36;-;-;-;5;127,2
25905;Rigol Cava Brut 11,5% 75cl;-;5,99;7,99;-;-;-;11,5;69,47826087
25902;Ecusson Cidre Doux 2,5% 33cl;-;2,1;6,36;-;-;-;2,5;254,4
25904;Rigol Cava Semi Seco 11,5% 75cl;-;5,99;7,99;-;-;-;11,5;69,47826087
25906;Piqueras Syrah Monastrell Black Label 14% 75cl;-;5,5;7,33;-;-;-;14;52,35714286
25909;Somersby Blackberry 4,5% 24x33cl TIN;-;22,99;2,9;-;-;-;4,5;64,44444444
25910;Geyser Peak Merlot 13,5% 75cl;-;9,25;12,33;-;-;-;13,5;91,33333333
25913;Koch Vol 38 Vodka Vanilla 38% 50cl;-;7,99;15,98;-;-;-;38;42,05263158
25908;Tommasi Appassionato Adorato White 12,5% 300cl BIB;-;22,99;7,66;-;-;-;12,5;61,28
25921;Torres 10YO Brandy 38% 50cl PET;-;9,99;19,98;-;-;-;38;52,57894737
25926;Captain Morgan Black Spiced 40% 70cl;-;17,99;25,7;-;-;-;40;64,25
25925;G.H.Mumm Rose Brut Champagne 12% 75cl;-;34,99;46,65;-;-;-;12;388,75
25924;Heering Cherry Liqueur 24% 100cl;-;19,99;19,99;-;-;-;24;83,29166667
25927;Ardbeg Uigeadail 54,2% 70cl;-;80,99;115,7;-;-;-;54,2;213,4686347
25923;Koskenkorva Valhalla 35% 50cl;-;11,99;23,98;-;-;-;35;68,51428571
25933;Chimay Gold Blond 4,8% 33cl;-;2,9;8,79;-;-;-;4,8;183,125
25936;Ron Santiago de Cuba Carta Blanca 38% 100cl;-;22,5;22,5;-;-;-;38;59,21052632
25932;Cuerpo Mojito 15% 300cl BIB;-;25,99;0;-;-;-;15;0
25935;Ron Santiago de Cuba Anejo 38% 100cl;-;29,99;29,99;-;-;-;38;78,92105263
25937;Metaxa 7* 40% 50cl PET;-;18,99;37,98;-;-;-;40;94,95
25939;Vana Tallinn Signature 40% 50cl;-;31,99;63,98;-;-;-;40;159,95
25940;Peter & Peter Riesling Trocken 12% 75cl;-;6,99;9,32;-;-;-;12;77,66666667
25952;Santa Christina Sauvignon Blanc 13% 75cl;-;5,5;7,33;-;-;-;13;56,38461538
25951;Nederburg Manor House Sauvignon Blanc 13,5% 75cl;-;10,5;14;-;-;-;13,5;103,7037037
25950;Nederburg Winemasters Reserve Pinotage 14,5% 75cl;-;8,99;11,99;-;-;-;14,5;82,68965517
25953;Santa Christina Merlot 13% 75cl;-;5,5;7,33;-;-;-;13;56,38461538
25956;Koninklijke Liqueur a La Creme 17% 70cl;-;8,99;12,84;-;-;-;17;75,52941176
25957;Reval London Dry Gin 47% 70cl;-;20,99;29,99;-;-;-;47;63,80851064
25964;Taylors Select Reserve Port 20% 75cl;-;15,99;21,32;-;-;-;20;106,6
25965;Frapin Chateau Fontpinot Grande Champagne XO 41% 70cl;-;89;127,14;-;-;-;41;310,097561
25967;Sopra Sasso Appassite Rosso 13,5% 75cl;-;7,5;10;-;-;-;13,5;74,07407407
25969;Koyle Royale Cabernet Sauvignon 14,5% 75cl;-;15,99;21,32;-;-;-;14,5;147,0344828
25966;Sopra Sasso Valpolicella Ripasso DOC 13,5% 75cl;-;10,99;14,65;-;-;-;13,5;108,5185185
25972;Panamera Chardonnay 13% 75cl;-;13,5;18;-;-;-;13;138,4615385
25970;Koyle Costa Sauvignon Blanc 13% 75cl;-;12,99;17,32;-;-;-;13;133,2307692
25974;Lyngrove Platinum Pinotage 14,5% 75cl;-;18,5;24,67;-;-;-;14,5;170,137931
25973;Gustave Lorentz Riesling 12,5% 75cl;-;18,99;25,32;-;-;-;12,5;202,56
25985;Cono Sur Sauvignon Blanc Organic 12% 75cl;-;8,99;11,99;-;-;-;12;99,91666667
25996;Santiago 1541 Sauvignon Blanc 12,5% 75cl;-;5,99;7,99;-;-;-;12,5;63,92
25998;Saku Kuld 5,2% 24x33cl;-;17,99;2,27;-;-;-;5,2;43,65384615
25999;Yali Sauvignon Blanc 12% 75cl;-;4,99;6,65;-;-;-;12;55,41666667
